order_id,order_date,region,city,product_name,category,quantity,unit_price,total_revenue,customer_id,sales_channel
UK-2026-104545,2026-06-07,South,Bengaluru,Noise-Cancelling Headphones,Electronics,2,8588,17176,CUST-20025,App
UK-2026-102310,2026-04-24,West,Ahmedabad,Matte Lipstick Set,Beauty,1,911,911,CUST-92024,Website
UK-2026-103121,2026-05-08,Central,Raipur,Makeup Brush Set,Beauty,3,1261,3783,CUST-17735,App
UK-2026-103984,2026-05-03,North,Chandigarh,Makeup Brush Set,Beauty,1,1257,1257,CUST-22705,Marketplace
UK-2026-101810,2026-03-30,East,Bhubaneswar,Electric Kettle 1.5L,Home & Kitchen,1,1069,1069,CUST-45392,Website
UK-2026-102784,2026-04-16,West,Mumbai,Badminton Racket Set,Sports,1,2580,2580,CUST-70212,App
UK-2026-100173,2026-01-17,South,Bengaluru,Mixer Grinder 750W,Home & Kitchen,1,3404,3404,CUST-46313,Website
UK-2026-104984,2026-06-01,East,Bhubaneswar,Matte Lipstick Set,Beauty,2,856,1712,CUST-18884,Website
UK-2026-102482,2026-04-14,East,Kolkata,Matte Lipstick Set,Beauty,1,858,858,CUST-53247,Website
UK-2026-101796,2026-03-07,South,Kochi,Ultrabook Air 14,Electronics,2,30458,60916,CUST-34592,Marketplace
UK-2026-102207,2026-03-10,West,Ahmedabad,Football Size 5,Sports,1,939,939,CUST-77082,App
UK-2026-102638,2026-04-20,South,Hyderabad,Ethnic Dupatta,Fashion,1,475,₹475,CUST-61086,Website
UK-2026-102987,2026-04-20,West,Surat,Leather Wallet,Fashion,1,908,908,CUST-49044,Website
UK-2026-103706,2026-05-13,South,Chennai,Matte Lipstick Set,Beauty,1,863,863,CUST-48642,Website
UK-2026-100111,2026-01-28,South,Bengaluru,Gym Gloves,Sports,2,474,948,CUST-27471,App
UK-2026-102976,2026-04-04,North,Chandigarh,Modern Wall Clock,Home & Kitchen,1,774,774,CUST-89125,App
UK-2026-103117,2026-05-24,East,Kolkata,Gym Gloves,Sports,2,481,962,CUST-14516,App
UK-2026-103880,2026-05-14,South,Kochi,Running Sneakers,Fashion,1,2744,2744,CUST-97017,App
UK-2026-100871,2026-02-20,South,Bengaluru,Leather Wallet,Fashion,4,942,3768,CUST-13888,Website
UK-2026-100980,2026-02-15,North,Gurgaon,Silk Saree,Fashion,1,3353,3353,CUST-14662,App
UK-2026-102138,2026-03-09,East,Guwahati,Gym Gloves,Sports,1,489,489,CUST-88481,Marketplace
UK-2026-100576,2026-01-31,Central,Bhopal,Matte Lipstick Set,Beauty,1,906,906,CUST-90501,App
UK-2026-102576,2026-04-30,South,Bengaluru,Dinner Set 24pc,Home & Kitchen,2,2411,4822,CUST-35055,Website
UK-2026-101023,2026-02-20,West,Ahmedabad,Air Fryer 5L,Home & Kitchen,1,5636,5636,CUST-52649,App
UK-2026-103195,2026-05-20,North,Delhi,Electric Kettle 1.5L,Home & Kitchen,1,1064,1064,CUST-75066,App
UK-2026-100617,2026-01-27,West,Surat,Formal Shirt,Fashion,1,1130,1130,CUST-60761,Marketplace
UK-2026-101095,2026-02-05,Central,Raipur,Modern Wall Clock,Home & Kitchen,1,799,799,CUST-80105,Marketplace
UK-2026-101611,2026-03-25,South,Chennai,Beard Grooming Kit,Beauty,1,1030,1030,CUST-13840,Website
UK-2026-100532,2026-01-16,South,Kochi,Bluetooth Speaker Mini,Electronics,2,1520,3040,CUST-33128,Website
UK-2026-102546,2026-04-19,East,Bhubaneswar,Leather Wallet,Fashion,1,878,878,CUST-86521,Website
UK-2026-102403,2026-04-23,South,Hyderabad,Power Bank 20000mAh,Electronics,1,1765,1765,CUST-92461,App
UK-2026-104402,2026-06-30,South,Bengaluru,Ionic Hair Dryer,Beauty,2,1905,3810,CUST-57181,App
UK-2026-101675,2026-03-19,West,Surat,Football Size 5,Sports,1,902,902,CUST-75173,Website
UK-2026-102189,2026-03-10,South,Bengaluru,Ethnic Dupatta,Fashion,2,487,974,CUST-86623,Website
UK-2026-103885,2026-05-03,South,Hyderabad,Running Sneakers,Fashion,1,2695,2695,CUST-82669,Website
UK-2026-100305,2026-01-23,North,Gurugram,Slim Fit Jeans,Fashion,1,1632,1632,CUST-48566,App
UK-2026-104624,2026-06-03,East,Calcutta,Smart Watch X2,Electronics,1,4485,4485,CUST-97209,App
UK-2026-103285,2026-05-17,North,New Delhi,Power Bank 20000mAh,Electronics,2,1813,3626,CUST-93354,App
UK-2026-103221,2026-05-09,North,Gurugram,Mirrorless Camera Lite,Electronics,1,29657,29657,CUST-80346,Marketplace
UK-2026-104944,2026-06-21,Central,Bhopal,Non-Stick Cookware Set,Home & Kitchen,4,3035,12140,CUST-76678,Website
UK-2026-103799,2026-05-29,West,Ahmedabad,Non-Stick Cookware Set,Home & Kitchen,1,2985,2985,CUST-53083,App
UK-2026-100440,2026-01-19,North,Gurugram,Smart Watch X2,Electronics,1,4330,4330,CUST-17576,App
UK-2026-100224,2026-01-11,West,Pune,Leather Wallet,Fashion,1,931,931,CUST-37320,Website
UK-2026-100870,2026-02-02,East,Patna,Electric Kettle 1.5L,Home & Kitchen,1,1085,1085,CUST-90801,Marketplace
UK-2026-102498,2026-04-08,West,Pune,Running Sneakers,Fashion,1,2789,2789,CUST-22072,App
UK-2026-100641,2026-01-10,West,Ahmedabad,Makeup Brush Set,Beauty,1,1294,1294,CUST-59961,App
UK-2026-100262,2026-01-17,West,Mumbai,Non-Stick Cookware Set,Home & Kitchen,1,2858,2858,CUST-33786,Website
UK-2026-104709,2026-06-03,South,Bengaluru,Power Bank 20000mAh,Electronics,2,1724,3448,CUST-75045,Marketplace
UK-2026-103020,2026-04-19,South,Bengaluru,Modern Wall Clock,Home & Kitchen,2,823,1646,CUST-77428,Website
UK-2026-100657,2026-01-19,East,Guwahati,Cotton Bedsheet Set,Home & Kitchen,1,1372,1372,CUST-95983,Website
UK-2026-104032,2026-06-03,South,Chennai,Mixer Grinder 750W,Home & Kitchen,1,3290,3290,CUST-43226,App
UK-2026-103375,2026-05-17,North,Chandigarh,Formal Shirt,Fashion,1,1120,"₹1,120",CUST-46313,App
UK-2026-100619,2026-01-02,East,Bhubaneswar,Power Bank 20000mAh,Electronics,1,1797,1797,CUST-60493,App
UK-2026-101331,24-02-26,Central,Nagpur,Dinner Set 24pc,Home & Kitchen,3,2618,7854,CUST-28909,Marketplace
UK-2026-101238,2026-02-20,West,Mumbai,Cotton Bedsheet Set,Home & Kitchen,1,1410,1410,CUST-76225,Website
UK-2026-100276,2026-01-14,Central,Nagpur,Formal Shirt,Fashion,1,1143,1143,CUST-77706,Website
UK-2026-103083,2026-04-05,South,Hyderabad,Wireless Earbuds Pro,Electronics,1,2888,2888,CUST-12438,Website
UK-2026-103386,2026-05-30,South,Chennai,Cotton Kurta Set,Fashion,1,1242,1242,CUST-54523,App
UK-2026-100940,2026-02-23,West,Mumbai,Air Fryer 5L,Home & Kitchen,1,5546,5546,CUST-12459,Website
UK-2026-102477,2026-04-18,South,Bengaluru,Eau de Parfum 100ml,Beauty,1,2079,2079,CUST-61089,App
UK-2026-102261,2026-04-18,North,Noida,Robot Vacuum R7,Home & Kitchen,1,19117,19117,CUST-45198,App
UK-2026-104781,2026-06-06,North,Noida,Non-Stick Cookware Set,Home & Kitchen,2,2953,5906,CUST-84656,App
UK-2026-100168,2026-01-31,North,Chandigarh,Non-Stick Cookware Set,Home & Kitchen,1,3004,3004,CUST-99328,App
UK-2026-103090,2026-04-11,Central,Raipur,43-inch Smart TV,Electronics,1,26292,26292,CUST-56342,Website
UK-2026-104740,2026-06-11,South,Bengaluru,Eau de Parfum 100ml,Beauty,1,1948,1948,CUST-81662,App
UK-2026-101916,2026-03-19,South,Hyderabad,Silk Saree,Fashion,2,3509,7018,CUST-42190,App
UK-2026-100774,2026-02-13,West,Ahmedabad,Robot Vacuum R7,Home & Kitchen,3,18096,54288,CUST-38193,App
UK-2026-101058,2026-02-03,West,Pune,Face Wash Combo,Beauty,3,432,1296,CUST-77661,App
UK-2026-104995,2026-06-30,South,Hyderabad,Electric Kettle 1.5L,Home & Kitchen,2,1148,2296,CUST-76790,App
UK-2026-100817,19-02-26,North,Gurugram,Leather Wallet,Fashion,3,881,2643,CUST-86657,App
UK-2026-102740,2026-04-21,North,Chandigarh,Modern Wall Clock,Home & Kitchen,1,830,830,CUST-64933,Website
UK-2026-101417,2026-02-18,South,Bengaluru,Leather Wallet,Fashion,1,868,868,CUST-22720,Website
UK-2026-102160,2026-03-26,South,Bengaluru,Noise-Cancelling Headphones,Electronics,1,9178,9178,CUST-77862,App
UK-2026-100834,2026-02-10,South,Kochi,Vitamin C Serum,Beauty,1,679,679,CUST-74418,App
UK-2026-101021,2026-02-14,North,Noida,Bluetooth Speaker Mini,Electronics,1,1457,1457,CUST-29741,Website
UK-2026-103792,2026-05-31,North,Delhi,Power Bank 20000mAh,Electronics,1,1870,1870,CUST-31275,App
UK-2026-104594,2026-06-12,North,Delhi,Modern Wall Clock,Home & Kitchen,1,835,835,CUST-25538,Marketplace
UK-2026-101119,2026-02-03,South,Kochi,Bluetooth Speaker Mini,Electronics,2,1440,2880,CUST-11435,App
UK-2026-103473,2026-05-24,West,Surat,Cricket Bat English Willow,Sports,1,9002,9002,CUST-88239,Marketplace
UK-2026-103101,2026-05-19,South,Hyderabad,Ionic Hair Dryer,Beauty,1,1859,1859,CUST-12820,Website
UK-2026-103899,2026-05-10,North,Noida,Ultrabook Air 14,Electronics,2,28540,57080,CUST-34492,Website
UK-2026-101082,2026-02-14,North,Gurugram,Bluetooth Speaker Mini,Electronics,1,1440,1440,CUST-33128,Website
UK-2026-100004,2026-01-26,South,Bengaluru,Mixer Grinder 750W,Home & Kitchen,2,3164,6328,CUST-23796,App
UK-2026-100126,2026-01-10,South,Chennai,43-inch Smart TV,Electronics,1,25472,25472,CUST-33491,Marketplace
UK-2026-100116,2026-01-30,Central,Indore,Power Bank 20000mAh,Electronics,1,1876,1876,CUST-69109,Marketplace
UK-2026-103097,2026-05-14,South,Bengaluru,Bluetooth Speaker Mini,Electronics,2,1568,3136,CUST-41060,App
UK-2026-102971,2026-04-16,North,Chandigarh,Slim Fit Jeans,Fashion,2,1632,3264,CUST-28701,App
UK-2026-104941,2026-06-05,East,Patna,Smart Watch X2,Electronics,1,4411,4411,CUST-50244,Marketplace
UK-2026-104912,2026-06-19,South,Bengaluru,Modern Wall Clock,Home & Kitchen,1,772,772,CUST-33102,Website
UK-2026-104698,2026-06-03,,Bengaluru,Ultrabook Air 14,Electronics,1,30525,30525,CUST-58364,App
UK-2026-101076,2026-02-10,South,Chennai,Denim Jacket,Fashion,1,2199,2199,CUST-47267,App
UK-2026-100452,2026-01-08,Central,Raipur,Silk Saree,Fashion,1,3572,3572,CUST-76898,App
UK-2026-101754,2026-03-13,South,Chennai,Face Wash Combo,Beauty,1,465,465,CUST-61588,App
UK-2026-102462,2026-04-19,South,Chennai,Silk Saree,Fashion,1,3490,3490,CUST-74826,Website
UK-2026-101851,2026-03-18,East,Guwahati,Cotton Bedsheet Set,Home & Kitchen,1,1391,1391,CUST-69275,App
UK-2026-101585,2026-03-29,North,Noida,Electric Kettle 1.5L,Home & Kitchen,1,1108,1108,CUST-93336,Website
UK-2026-103910,2026-05-24,West,Pune,Gym Gloves,Sports,1,518,518,CUST-50640,Marketplace
UK-2026-104279,2026-06-07,Central,Nagpur,Air Fryer 5L,Home & Kitchen,1,5753,5753,CUST-63056,Website
UK-2026-102829,2026-04-13,,Nagpur,Air Fryer 5L,Home & Kitchen,1,5671,5671,CUST-50908,Website
UK-2026-102965,2026-04-01,North,Gurugram,Cycling Helmet,Sports,1,1672,1672,CUST-19319,Marketplace
UK-2026-103426,2026-05-08,West,Ahmedabad,Denim Jacket,Fashion,1,2202,2202,CUST-73212,App
UK-2026-100368,2026-01-06,South,Hyderabad,Slim Fit Jeans,Fashion,2,1586,3172,CUST-80424,Website
UK-2026-104093,2026-06-10,South,Chennai,Air Fryer 5L,Home & Kitchen,1,5367,5367,CUST-54709,Website
UK-2026-102906,2026-04-21,North,Chandigarh,Robot Vacuum R7,Home & Kitchen,1,18621,18621,CUST-94284,Website
UK-2026-100024,2026-01-02,West,Ahmedabad,Foldable Treadmill T2,Sports,1,25406,25406,CUST-58179,App
UK-2026-100592,2026-01-25,West,Ahmedabad,Adjustable Dumbbells 15kg,Sports,2,5224,10448,CUST-64211,Website
UK-2026-102029,2026-03-07,Central,Bhopal,Sunscreen SPF50,Beauty,1,543,543,CUST-63691,App
UK-2026-101814,2026-03-08,West,Pune,Yoga Mat Pro,Sports,3,1227,3681,CUST-10218,App
UK-2026-102681,2026-04-23,South,Kochi,Ultrabook Air 14,Electronics,1,29566,"29,566.00",CUST-82600,Website
UK-2026-103610,2026-05-21,South,Kochi,Football Size 5,Sports,1,914,914,CUST-59168,App
UK-2026-103252,2026-05-11,Central,Nagpur,Ethnic Dupatta,Fashion,1,493,493,CUST-95624,App
UK-2026-102923,27-04-26,Central,Bhopal,Robot Vacuum R7,Home & Kitchen,1,18434,18434,CUST-99670,App
UK-2026-103373,2026-05-19,North,Chandigarh,Yoga Mat Pro,Sports,1,1157,1157,CUST-18679,App
UK-2026-101226,2026-02-12,East,Bhubaneswar,Yoga Mat Pro,Sports,1,1178,1178,CUST-14516,App
UK-2026-100222,2026-01-26,South,Hyderabad,Ultrabook Air 14,Electronics,1,29752,29752,CUST-53298,Website
UK-2026-103434,2026-05-16,South,Hyderabad,Modern Wall Clock,Home & Kitchen,1,800,800,CUST-60187,App
UK-2026-102455,2026-04-23,North,Delhi,Vitamin C Serum,Beauty,1,688,688,CUST-40564,Marketplace
UK-2026-104400,2026-06-07,Central,Bhopal,Slim Fit Jeans,Fashion,2,1619,3238,CUST-34293,Website
UK-2026-102785,2026-04-15,Central,Bhopal,Cotton Kurta Set,Fashion,1,1349,1349,CUST-73405,App
UK-2026-103321,2026-05-05,North,Gurugram,Cycling Helmet,Sports,2,1599,3198,CUST-78281,Marketplace
UK-2026-104484,2026-06-30,East,Kolkata,Non-Stick Cookware Set,Home & Kitchen,2,2847,5694,CUST-46503,Website
UK-2026-104858,2026-06-04,East,Patna,Ethnic Dupatta,Fashion,1,475,475,CUST-17848,App
UK-2026-104510,15-06-26,South,Bengaluru,Leather Wallet,Fashion,1,933,933,CUST-51865,App
UK-2026-104320,2026-06-01,North,Delhi,Dinner Set 24pc,Home & Kitchen,1,2431,2431,CUST-73908,Website
UK-2026-101764,2026-03-02,East,Kolkata,Silk Saree,Fashion,1,3585,3585,CUST-80423,Website
UK-2026-101839,2026-03-22,South,Bengaluru,Sunscreen SPF50,Beauty,1,552,552,CUST-88344,App
UK-2026-100613,2026-01-01,South,Chennai,Modern Wall Clock,Home & Kitchen,1,769,769,CUST-12820,App
UK-2026-100874,2026-02-20,South,Bengaluru,43-inch Smart TV,Electronics,1,25299,25299,CUST-28817,App
UK-2026-103257,2026-05-05,North,Gurugram,Electric Kettle 1.5L,Home & Kitchen,1,1048,1048,CUST-32049,Marketplace
UK-2026-101257,2026-02-15,South,Kochi,Gym Gloves,Sports,1,502,502,CUST-55477,App
UK-2026-104451,2026-06-16,West,Pune,Silk Saree,Fashion,1,3387,3387,CUST-43217,Marketplace
UK-2026-102835,2026-04-21,West,Surat,Badminton Racket Set,Sports,1,2434,2434,CUST-47784,App
UK-2026-104520,24/06/2026,North,Noida,Cotton Kurta Set,Fashion,1,1300,1300,CUST-58491,Website
UK-2026-104486,2026-06-16,East,Guwahati,Bluetooth Speaker Mini,Electronics,2,1511,3022,CUST-40655,App
UK-2026-103690,2026-05-22,South,Kochi,Football Size 5,Sports,1,940,940,CUST-13570,Website
UK-2026-102136,2026-03-08,Central,Nagpur,Cycling Helmet,Sports,1,1679,1679,CUST-23574,Marketplace
UK-2026-104872,2026-06-18,West,Ahmedabad,Bluetooth Speaker Mini,Electronics,1,1543,1543,CUST-95858,Website
UK-2026-104343,2026-06-21,West,Mumbai,Yoga Mat Pro,Sports,1,1176,1176,CUST-85903,App
UK-2026-101120,"Feb 28, 2026",North,Gurugram,Matte Lipstick Set,Beauty,1,903,903,CUST-47784,App
UK-2026-104656,2026-06-01,South,Kochi,Leather Wallet,Fashion,3,934,2802,CUST-22250,Website
UK-2026-101541,2026-03-31,Central,Bhopal,Ultrabook Air 14,Electronics,1,31031,31031,CUST-94258,Website
UK-2026-103479,2026-05-07,West,Surat,Noise-Cancelling Headphones,Electronics,2,8807,17614,CUST-24302,Marketplace
UK-2026-102599,2026-04-23,South,Hyderabad,Denim Jacket,Fashion,1,2144,2144,CUST-10859,Marketplace
UK-2026-101412,2026-02-20,North,Delhi,Cotton Kurta Set,Fashion,4,1297,5188,CUST-58790,Website
UK-2026-104651,2026-06-21,North,Noida,Noise-Cancelling Headphones,Electronics,2,9131,18262,CUST-25005,Marketplace
UK-2026-104851,2026-06-17,South,Hyderabad,Eau de Parfum 100ml,Beauty,1,1904,1904,CUST-63691,App
UK-2026-103161,2026-05-15,West,Pune,Robot Vacuum R7,Home & Kitchen,4,19117,76468,CUST-28055,Website
UK-2026-100267,2026-01-16,South,Kochi,Formal Shirt,Fashion,1,1080,1080,CUST-50413,Marketplace
UK-2026-103152,2026-05-25,South,Kochi,COTTON BEDSHEET SET,Home & Kitchen,1,1334,1334,CUST-89127,Website
UK-2026-101608,2026-03-12,North,Gurugram,Mixer Grinder 750W,Home & Kitchen,1,3187,3187,CUST-80519,Website
UK-2026-102168,2026-03-04,South,Bengaluru,Mirrorless Camera Lite,Electronics,2,29366,58732,CUST-31338,Marketplace
UK-2026-102552,2026-04-16,South,Hyderabad,Bluetooth Speaker Mini,Electronics,,1505,4515,CUST-40443,Marketplace
UK-2026-102725,2026-04-17,East,Kolkata,Dinner Set 24pc,Home & Kitchen,1,2604,2604,CUST-32601,App
UK-2026-103450,11-05-26,South,Chennai,Leather Wallet,Fashion,1,876,876,CUST-71396,App
UK-2026-104030,2026-06-13,South,Bengaluru,Smart Watch X2,Electronics,1,4409,4409,CUST-13722,Marketplace
UK-2026-103969,2026-05-18,North,Noida,Silk Saree,Fashion,1,3620,3620,CUST-73620,Website
UK-2026-100711,25-01-26,West,Mumbai,Ionic Hair Dryer,Beauty,1,1847,1847,CUST-22300,App
UK-2026-100555,2026-01-06,North,New Delhi,Ionic Hair Dryer,Beauty,3,1831,5493,CUST-58065,App
UK-2026-103736,"May 10, 2026",Central,Raipur,Ionic Hair Dryer,Beauty,1,1964,1964,CUST-37375,App
UK-2026-101902,2026-03-25,Central,Bhopal,Noise-Cancelling Headphones,Electronics,1,8582,8582,CUST-77170,Marketplace
UK-2026-104471,2026-06-03,East,Patna,Vitamin C Serum,Beauty,1,680,680,CUST-23796,Website
UK-2026-101535,2026-03-20,West,Surat,Foldable Treadmill T2,Sports,1,24748,24748,CUST-39935,App
UK-2026-104257,2026-06-20,North,Noida,Power Bank 20000mAh,Electronics,,1806,3612,CUST-10381,App
UK-2026-102089,2026-03-26,Central,Nagpur,Denim Jacket,Fashion,1,2229,2229,CUST-92996,Marketplace
UK-2026-101761,2026-03-07,West,Pune,Modern Wall Clock,Home & Kitchen,1,781,781,CUST-58145,App
UK-2026-103387,2026-05-21,North,Gurugram,Noise-Cancelling Headphones,Electronics,2,9185,18370,CUST-69603,Marketplace
UK-2026-100045,2026-01-21,East,Bhubaneswar,Bluetooth Speaker Mini,Electronics,1,1475,1475,CUST-54232,Marketplace
UK-2026-103609,2026-05-16,North,Noida,Air Fryer 5L,Home & Kitchen,1,5393,5393,CUST-69603,App
UK-2026-103861,2026-05-16,North,Delhi,Electric Kettle 1.5L,Home & Kitchen,1,1121,1121,CUST-60496,App
UK-2026-104242,2026-06-18,West,Pune,Bluetooth Speaker Mini,Electronics,1,1548,1548,CUST-35981,App
UK-2026-103169,2026-05-03,South,Bengaluru,Foldable Treadmill T2,Sports,1,26231,26231,CUST-78237,Marketplace
UK-2026-101746,2026-03-22,West,Mumbai,Beard Grooming Kit,Beauty,3,1029,3087,CUST-48967,Website
UK-2026-100308,2026-01-25,North,Noida,Mixer Grinder 750W,Home & Kitchen,1,3308,3308,CUST-40872,App
UK-2026-102088,2026-03-06,North,New Delhi,Adjustable Dumbbells 15kg,Sports,1,5084,5084,CUST-97473,Website
UK-2026-101898,2026-03-06,West,Pune,Cotton Bedsheet Set,Home & Kitchen,1,1332,1332,CUST-22720,Marketplace
UK-2026-103667,2026-05-31,West,Pune,Vitamin C Serum,Beauty,2,667,1334,CUST-30642,App
UK-2026-100627,2026-01-18,South,Bengaluru,Cotton Bedsheet Set,Home & Kitchen,1,1406,1406,CUST-16899,Website
UK-2026-103300,2026-05-17,East,Guwahati,Ultrabook Air 14,Electronics,1,29953,29953,CUST-76055,App
UK-2026-102398,2026-04-24,Central,Raipur,Ionic Hair Dryer,Beauty,2,1889,3778,CUST-89198,Website
UK-2026-100995,2026-02-03,,Guwahati,Silk Saree,Fashion,1,3539,3539,CUST-55682,Website
UK-2026-104458,2026-06-21,North,Chandigarh,Slim Fit Jeans,Fashion,1,1573,1573,CUST-60968,App
UK-2026-100370,2026-01-23,South,Bengaluru,Adjustable Dumbbells 15kg,Sports,1,4801,4801,CUST-20444,Website
UK-2026-103204,2026-05-27,South,Bengaluru,Mixer Grinder 750W,Home & Kitchen,1,3231,3231,CUST-25587,Marketplace
UK-2026-100922,2026-02-23,North,Gurugram,Mirrorless Camera Lite,Electronics,1,29526,29526,CUST-82242,Website
UK-2026-100504,2026-01-10,North,Chandigarh,Cotton Kurta Set,Fashion,2,1262,2524,CUST-63391,App
UK-2026-103817,2026-05-01,South,Hyderabad,Cotton Bedsheet Set,Home & Kitchen,2,1333,,CUST-32982,App
UK-2026-102714,2026-04-03,North,Gurugram,Leather Wallet,Fashion,2,869,1738,CUST-90124,Website
UK-2026-100962,2026-02-04,South,Bengaluru,Smart Watch X2,Electronics,1,4638,4638,CUST-41965,Marketplace
UK-2026-104397,2026-06-03,South,Chennai,Power Bank 20000mAh,Electronics,2,1731,3462,CUST-84896,Website
UK-2026-101237,2026-02-02,South,Bengaluru,Electric Kettle 1.5L,Home & Kitchen,1,1112,1112,CUST-87235,App
UK-2026-101940,2026-03-24,Central,Raipur,Robot Vacuum R7,Home & Kitchen,2,19337,38674,CUST-22295,Marketplace
UK-2026-102609,2026-04-30,South,Kochi,Slim Fit Jeans,Fashion,1,1612,1612,CUST-93858,Website
UK-2026-100974,2026-02-23,South,Bengaluru,Slim Fit Jeans,Fashion,1,1668,1668,CUST-48709,Marketplace
UK-2026-104275,2026-06-17,North,Delhi,Mirrorless Camera Lite,Electronics,1,27773,27773,CUST-65516,App
UK-2026-104524,2026-06-22,South,Kochi,Cotton Kurta Set,Fashion,2,1257,2514,CUST-43875,App
UK-2026-104369,2026-06-19,North,Chandigarh,Wireless Earbuds Pro,Electronics,2,3123,6246,CUST-61756,Marketplace
UK-2026-103459,2026-05-15,South,Hyderabad,Gym Gloves,Sports,1,479,479,CUST-30396,Marketplace
UK-2026-100044,2026-01-12,West,Pune,Vitamin C Serum,Beauty,1,684,₹684,CUST-22474,Website
UK-2026-103455,2026-05-12,Central,Bhopal,Beard Grooming Kit,Beauty,2,993,1986,CUST-89796,Marketplace
UK-2026-104479,2026-06-12,South,Hyderabad,Non-Stick Cookware Set,Home & Kitchen,2,2785,5570,CUST-88507,App
UK-2026-101778,2026-03-04,Central,Nagpur,Leather Wallet,Fashion,1,904,904,CUST-77082,App
UK-2026-101030,2026-02-03,South,Kochi,Robot Vacuum R7,Home & Kitchen,1,19684,19684,CUST-31467,Marketplace
UK-2026-101246,2026-02-18,West,Surat,Electric Kettle 1.5L,Home & Kitchen,1,1079,1079,CUST-57811,Marketplace
UK-2026-101016,2026-02-15,North,Gurugram,Vitamin C Serum,Beauty,1,672,672,CUST-21592,App
UK-2026-103159,2026-05-25,East,Guwahati,Wireless Earbuds Pro,Electronics,1,3010,3010,CUST-19500,App
UK-2026-100917,2026-02-08,Central,Indore,Non-Stick Cookware Set,Home & Kitchen,1,3006,3006,CUST-95983,Website
UK-2026-100889,2026-02-17,Central,Nagpur,43-inch Smart TV,Electronics,-2,26920,80760,CUST-81985,App
UK-2026-100855,10/02/2026,South,Hyderabad,Air Fryer 5L,Home & Kitchen,1,5630,5630,CUST-73390,Website
UK-2026-104431,2026-06-21,East,Guwahati,Noise-Cancelling Headphones,Electronics,1,9049,9049,CUST-78705,App
UK-2026-104902,2026-06-08,South,Kochi,Cotton Bedsheet Set,Home & Kitchen,0,1335,2670,CUST-73872,App
UK-2026-103372,2026-05-07,West,Mumbai,Bluetooth Speaker Mini,Electronics,1,1431,1431,CUST-44198,Marketplace
UK-2026-102949,2026-04-28,North,New Delhi,Cotton Bedsheet Set,Home & Kitchen,2,1439,2878,CUST-33835,Website
UK-2026-100007,2026-01-30,West,Surat,Formal Shirt,Fashion,,1105,2210,CUST-85004,Marketplace
UK-2026-103072,2026-04-29,North,Noida,Football Size 5,Sports,4,857,3428,CUST-16590,App
UK-2026-103883,2026-05-19,East,Bhubaneswar,Ethnic Dupatta,Fashion,1,511,511,CUST-40211,Website
UK-2026-103507,2026-05-03,South,Chennai,Face Wash Combo,Beauty,1,465,465,CUST-21081,App
UK-2026-100134,2026-01-16,South,Chennai,Ultrabook Air 14,Electronics,1,29915,29915,CUST-77830,App
UK-2026-104310,2026-06-15,South,Bengaluru,Silk Saree,Fashion,1,3503,3503,CUST-16641,App
UK-2026-100524,2026-01-06,West,Mumbai,Running Sneakers,Fashion,1,2819,2819,CUST-23959,App
UK-2026-102423,2026-04-01,North,Noida,Wireless Earbuds Pro,Electronics,1,3046,3046,CUST-79798,Marketplace
UK-2026-100426,2026-01-20,West,Ahmedabad,Mixer Grinder 750W,Home & Kitchen,1,3449,3449,CUST-57084,App
UK-2026-104608,2026-06-18,Central,Bhopal,Bluetooth Speaker Mini,Electronics,3,1451,4353,CUST-10381,App
UK-2026-100867,2026-02-13,South,Chennai,Bluetooth Speaker Mini,Electronics,2,1552,3104,CUST-55940,App
UK-2026-100960,2026-02-02,North,Delhi,Wireless Earbuds Pro,Electronics,0,3113,3113,CUST-96955,Marketplace
UK-2026-104683,2026-06-08,North,Noida,Face Wash Combo,Beauty,1,438,438,CUST-10485,App
UK-2026-102954,2026-04-03,West,Pune,Cotton Bedsheet Set,Home & Kitchen,1,1383,1383,CUST-20731,App
UK-2026-100920,2026-02-18,North,Chandigarh,Noise-Cancelling Headphones,Electronics,1,8951,8951,CUST-84604,Website
UK-2026-100488,2026-01-26,South,Hyderabad,Robot Vacuum R7,Home & Kitchen,1,18081,18081,CUST-91934,Website
UK-2026-103546,2026-05-03,South,Hyderabad,Non-Stick Cookware Set,Home & Kitchen,1,2860,2860,CUST-54519,App
UK-2026-102448,2026-04-01,West,Pune,Eau de Parfum 100ml,Beauty,1,2008,2008,CUST-91286,Website
UK-2026-101159,2026-02-28,Central,Raipur,43-inch Smart TV,Electronics,1,26747,26747,CUST-11226,Marketplace
UK-2026-102178,2026-03-12,North,Gurugram,Non-Stick Cookware Set,Home & Kitchen,1,2839,2839,CUST-90742,Marketplace
UK-2026-104509,2026-06-28,East,Kolkata,Slim Fit Jeans,Fashion,1,1609,1609,CUST-68712,App
UK-2026-103695,2026-05-15,East,Patna,Face Wash Combo,Beauty,2,465,930,CUST-47353,Website
UK-2026-104983,2026-06-07,South,Kochi,Ethnic Dupatta,Fashion,1,497,497,CUST-86433,Website
UK-2026-104356,2026-06-09,Central,Raipur,Slim Fit Jeans,Fashion,1,1649,1649,CUST-73331,Website
UK-2026-103579,2026-05-10,South,Hyderabad,Noise-Cancelling Headphones,Electronics,1,9035,9035,CUST-54273,Website
UK-2026-104293,2026-06-03,East,Patna,Running Sneakers,Fashion,1,2705,2705,CUST-91421,Marketplace
